x-axis,1,2,REF1
second,Volt,Volt,Volt
-650.7500E-06,+80.1507529E-03,+64.1959792E-03,+0.0E+00
-650.6250E-06,+80.1507529E-03,+63.4422104E-03,+0.0E+00
-650.5000E-06,+79.5226122E-03,+62.6884415E-03,+0.0E+00
-650.3750E-06,+79.0200997E-03,+62.5628134E-03,+0.0E+00
-650.2500E-06,+79.8994966E-03,+62.8140697E-03,+0.0E+00
-650.1250E-06,+80.1507529E-03,+64.0703511E-03,+0.0E+00
-650.0000E-06,+80.1507529E-03,+64.6984918E-03,+0.0E+00
-649.8750E-06,+79.5226122E-03,+64.4472355E-03,+0.0E+00
-649.7500E-06,+78.7688434E-03,+62.1859290E-03,+0.0E+00
-649.6250E-06,+78.8944715E-03,+62.8140697E-03,+0.0E+00
-649.5000E-06,+79.7738685E-03,+63.8190948E-03,+0.0E+00
-649.3750E-06,+79.5226122E-03,+64.4472355E-03,+0.0E+00
-649.2500E-06,+78.7688434E-03,+64.6984918E-03,+0.0E+00
-649.1250E-06,+79.5226122E-03,+63.6934667E-03,+0.0E+00
-649.0000E-06,+79.5226122E-03,+62.8140697E-03,+0.0E+00
-648.8750E-06,+78.8944715E-03,+62.9396978E-03,+0.0E+00
-648.7500E-06,+78.8944715E-03,+63.1909541E-03,+0.0E+00
-648.6250E-06,+78.6432152E-03,+64.0703511E-03,+0.0E+00
-648.5000E-06,+78.3919590E-03,+64.4472355E-03,+0.0E+00
-648.3750E-06,+78.6432152E-03,+63.9447229E-03,+0.0E+00
-648.2500E-06,+77.7638183E-03,+62.9396978E-03,+0.0E+00
-648.1250E-06,+78.0150745E-03,+63.0653260E-03,+0.0E+00
-648.0000E-06,+77.7638183E-03,+62.6884415E-03,+0.0E+00
-647.8750E-06,+78.5175871E-03,+63.9447229E-03,+0.0E+00
-647.7500E-06,+78.7688434E-03,+63.9447229E-03,+0.0E+00
-647.6250E-06,+78.0150745E-03,+63.6934667E-03,+0.0E+00
-647.5000E-06,+77.7638183E-03,+62.9396978E-03,+0.0E+00
-647.3750E-06,+78.2663308E-03,+63.6934667E-03,+0.0E+00
-647.2500E-06,+78.5175871E-03,+63.0653260E-03,+0.0E+00
-647.1250E-06,+77.6381901E-03,+63.8190948E-03,+0.0E+00
-647.0000E-06,+77.6381901E-03,+64.3216074E-03,+0.0E+00
-646.8750E-06,+77.7638183E-03,+63.8190948E-03,+0.0E+00
-646.7500E-06,+78.5175871E-03,+63.9447229E-03,+0.0E+00
-646.6250E-06,+78.2663308E-03,+63.3165822E-03,+0.0E+00
-646.5000E-06,+78.5175871E-03,+64.0703511E-03,+0.0E+00
-646.3750E-06,+78.5175871E-03,+63.5678385E-03,+0.0E+00
-646.2500E-06,+78.2663308E-03,+63.9447229E-03,+0.0E+00
-646.1250E-06,+77.7638183E-03,+64.5728636E-03,+0.0E+00
-646.0000E-06,+78.1407027E-03,+64.8241199E-03,+0.0E+00
-645.8750E-06,+77.7638183E-03,+63.4422104E-03,+0.0E+00
-645.7500E-06,+77.3869338E-03,+62.9396978E-03,+0.0E+00
-645.6250E-06,+77.2613057E-03,+62.1859290E-03,+0.0E+00
-645.5000E-06,+77.8894464E-03,+63.8190948E-03,+0.0E+00
-645.3750E-06,+77.8894464E-03,+64.4472355E-03,+0.0E+00
-645.2500E-06,+78.3919590E-03,+64.8241199E-03,+0.0E+00
-645.1250E-06,+77.7638183E-03,+63.9447229E-03,+0.0E+00
-645.0000E-06,+78.2663308E-03,+64.5728636E-03,+0.0E+00
-644.8750E-06,+76.8844213E-03,+62.8140697E-03,+0.0E+00
-644.7500E-06,+77.1356776E-03,+63.0653260E-03,+0.0E+00
-644.6250E-06,+77.2613057E-03,+63.5678385E-03,+0.0E+00
-644.5000E-06,+78.1407027E-03,+64.8241199E-03,+0.0E+00
-644.3750E-06,+78.1407027E-03,+63.8190948E-03,+0.0E+00
-644.2500E-06,+77.7638183E-03,+63.4422104E-03,+0.0E+00
-644.1250E-06,+77.0100494E-03,+62.4371853E-03,+0.0E+00
-644.0000E-06,+77.2613057E-03,+62.8140697E-03,+0.0E+00
-643.8750E-06,+77.2613057E-03,+63.8190948E-03,+0.0E+00
-643.7500E-06,+77.8894464E-03,+64.5728636E-03,+0.0E+00
-643.6250E-06,+77.8894464E-03,+64.5728636E-03,+0.0E+00
-643.5000E-06,+77.3869338E-03,+64.1959792E-03,+0.0E+00
-643.3750E-06,+77.1356776E-03,+62.6884415E-03,+0.0E+00
-643.2500E-06,+75.7537680E-03,+63.0653260E-03,+0.0E+00
-643.1250E-06,+76.5075369E-03,+62.5628134E-03,+0.0E+00
-643.0000E-06,+77.6381901E-03,+64.0703511E-03,+0.0E+00
-642.8750E-06,+76.7587931E-03,+65.9547732E-03,+0.0E+00
-642.7500E-06,+77.1356776E-03,+63.3165822E-03,+0.0E+00
-642.6250E-06,+76.2562806E-03,+63.0653260E-03,+0.0E+00
-642.5000E-06,+75.2512555E-03,+62.3115571E-03,+0.0E+00
-642.3750E-06,+77.1356776E-03,+63.5678385E-03,+0.0E+00
-642.2500E-06,+76.5075369E-03,+64.6984918E-03,+0.0E+00
-642.1250E-06,+77.1356776E-03,+64.1959792E-03,+0.0E+00
-642.0000E-06,+76.5075369E-03,+63.6934667E-03,+0.0E+00
-641.8750E-06,+76.6331650E-03,+63.1909541E-03,+0.0E+00
-641.7500E-06,+76.1306525E-03,+62.3115571E-03,+0.0E+00
-641.6250E-06,+75.8793962E-03,+63.0653260E-03,+0.0E+00
-641.5000E-06,+75.6281399E-03,+63.6934667E-03,+0.0E+00
-641.3750E-06,+77.1356776E-03,+64.5728636E-03,+0.0E+00
-641.2500E-06,+77.1356776E-03,+64.3216074E-03,+0.0E+00
-641.1250E-06,+76.2562806E-03,+63.8190948E-03,+0.0E+00
-641.0000E-06,+75.6281399E-03,+62.1859290E-03,+0.0E+00
-640.8750E-06,+75.3768836E-03,+63.5678385E-03,+0.0E+00
-640.7500E-06,+75.2512555E-03,+62.8140697E-03,+0.0E+00
-640.6250E-06,+76.3819087E-03,+64.8241199E-03,+0.0E+00
-640.5000E-06,+76.3819087E-03,+65.3266325E-03,+0.0E+00
-640.3750E-06,+76.7587931E-03,+64.9497480E-03,+0.0E+00
-640.2500E-06,+76.7587931E-03,+62.6884415E-03,+0.0E+00
-640.1250E-06,+75.6281399E-03,+62.4371853E-03,+0.0E+00
-640.0000E-06,+75.6281399E-03,+62.9396978E-03,+0.0E+00
-639.8750E-06,+76.0050243E-03,+65.2010043E-03,+0.0E+00
-639.7500E-06,+75.6281399E-03,+65.0753762E-03,+0.0E+00
-639.6250E-06,+76.1306525E-03,+63.9447229E-03,+0.0E+00
-639.5000E-06,+76.2562806E-03,+63.1909541E-03,+0.0E+00
-639.3750E-06,+74.9999992E-03,+63.0653260E-03,+0.0E+00
-639.2500E-06,+75.8793962E-03,+62.8140697E-03,+0.0E+00
-639.1250E-06,+76.0050243E-03,+64.5728636E-03,+0.0E+00
-639.0000E-06,+76.1306525E-03,+65.2010043E-03,+0.0E+00
-638.8750E-06,+75.7537680E-03,+64.4472355E-03,+0.0E+00
-638.7500E-06,+76.0050243E-03,+63.5678385E-03,+0.0E+00
-638.6250E-06,+75.6281399E-03,+63.5678385E-03,+0.0E+00
-638.5000E-06,+75.1256273E-03,+64.1959792E-03,+0.0E+00
-638.3750E-06,+75.2512555E-03,+64.1959792E-03,+0.0E+00
-638.2500E-06,+75.7537680E-03,+65.0753762E-03,+0.0E+00
-638.1250E-06,+75.5025118E-03,+65.7035169E-03,+0.0E+00
-638.0000E-06,+74.8743711E-03,+63.6934667E-03,+0.0E+00
-637.8750E-06,+74.8743711E-03,+62.6884415E-03,+0.0E+00
-637.7500E-06,+74.4974866E-03,+62.9396978E-03,+0.0E+00
-637.6250E-06,+74.4974866E-03,+63.8190948E-03,+0.0E+00
-637.5000E-06,+74.7487429E-03,+64.0703511E-03,+0.0E+00
-637.3750E-06,+75.5025118E-03,+63.9447229E-03,+0.0E+00
-637.2500E-06,+74.8743711E-03,+64.0703511E-03,+0.0E+00
-637.1250E-06,+74.4974866E-03,+63.3165822E-03,+0.0E+00
-637.0000E-06,+74.4974866E-03,+63.1909541E-03,+0.0E+00
-636.8750E-06,+73.9949741E-03,+63.5678385E-03,+0.0E+00
-636.7500E-06,+74.6231148E-03,+64.6984918E-03,+0.0E+00
-636.6250E-06,+74.7487429E-03,+63.8190948E-03,+0.0E+00
-636.5000E-06,+74.7487429E-03,+64.1959792E-03,+0.0E+00
-636.3750E-06,+74.7487429E-03,+63.6934667E-03,+0.0E+00
-636.2500E-06,+74.4974866E-03,+63.6934667E-03,+0.0E+00
-636.1250E-06,+73.7437178E-03,+63.0653260E-03,+0.0E+00
-636.0000E-06,+74.1206022E-03,+63.1909541E-03,+0.0E+00
-635.8750E-06,+75.3768836E-03,+63.6934667E-03,+0.0E+00
-635.7500E-06,+73.9949741E-03,+63.9447229E-03,+0.0E+00
-635.6250E-06,+73.6180897E-03,+63.3165822E-03,+0.0E+00
-635.5000E-06,+74.4974866E-03,+62.9396978E-03,+0.0E+00
-635.3750E-06,+73.8693459E-03,+63.6934667E-03,+0.0E+00
-635.2500E-06,+73.9949741E-03,+65.2010043E-03,+0.0E+00
-635.1250E-06,+73.9949741E-03,+64.1959792E-03,+0.0E+00
-635.0000E-06,+74.1206022E-03,+62.9396978E-03,+0.0E+00
-634.8750E-06,+73.8693459E-03,+62.6884415E-03,+0.0E+00
-634.7500E-06,+73.8693459E-03,+63.9447229E-03,+0.0E+00
-634.6250E-06,+74.1206022E-03,+65.2010043E-03,+0.0E+00
-634.5000E-06,+73.8693459E-03,+64.8241199E-03,+0.0E+00
-634.3750E-06,+73.6180897E-03,+64.4472355E-03,+0.0E+00
-634.2500E-06,+73.4924615E-03,+63.4422104E-03,+0.0E+00
-634.1250E-06,+72.7386927E-03,+63.6934667E-03,+0.0E+00
-634.0000E-06,+73.4924615E-03,+63.9447229E-03,+0.0E+00
-633.8750E-06,+73.6180897E-03,+64.9497480E-03,+0.0E+00
-633.7500E-06,+74.3718585E-03,+65.0753762E-03,+0.0E+00
-633.6250E-06,+73.7437178E-03,+64.3216074E-03,+0.0E+00
-633.5000E-06,+73.6180897E-03,+63.5678385E-03,+0.0E+00
-633.3750E-06,+72.6130645E-03,+63.6934667E-03,+0.0E+00
-633.2500E-06,+73.2412052E-03,+63.0653260E-03,+0.0E+00
-633.1250E-06,+73.6180897E-03,+64.8241199E-03,+0.0E+00
-633.0000E-06,+73.1155771E-03,+64.8241199E-03,+0.0E+00
-632.8750E-06,+73.7437178E-03,+64.3216074E-03,+0.0E+00
-632.7500E-06,+73.3668334E-03,+63.8190948E-03,+0.0E+00
-632.6250E-06,+72.9899490E-03,+63.5678385E-03,+0.0E+00
-632.5000E-06,+73.2412052E-03,+64.4472355E-03,+0.0E+00
-632.3750E-06,+72.8643208E-03,+63.5678385E-03,+0.0E+00
-632.2500E-06,+73.1155771E-03,+64.1959792E-03,+0.0E+00
-632.1250E-06,+72.7386927E-03,+63.8190948E-03,+0.0E+00
-632.0000E-06,+72.1105520E-03,+62.9396978E-03,+0.0E+00
-631.8750E-06,+71.9849239E-03,+63.4422104E-03,+0.0E+00
-631.7500E-06,+72.9899490E-03,+64.4472355E-03,+0.0E+00
-631.6250E-06,+73.3668334E-03,+63.9447229E-03,+0.0E+00
-631.5000E-06,+72.9899490E-03,+64.8241199E-03,+0.0E+00
-631.3750E-06,+72.2361801E-03,+64.3216074E-03,+0.0E+00
-631.2500E-06,+72.2361801E-03,+63.4422104E-03,+0.0E+00
-631.1250E-06,+72.1105520E-03,+62.9396978E-03,+0.0E+00
-631.0000E-06,+72.1105520E-03,+63.8190948E-03,+0.0E+00
-630.8750E-06,+71.9849239E-03,+65.3266325E-03,+0.0E+00
-630.7500E-06,+71.9849239E-03,+64.8241199E-03,+0.0E+00
-630.6250E-06,+72.3618083E-03,+64.1959792E-03,+0.0E+00
-630.5000E-06,+72.2361801E-03,+64.1959792E-03,+0.0E+00
-630.3750E-06,+71.7336676E-03,+62.5628134E-03,+0.0E+00
-630.2500E-06,+71.8592957E-03,+63.6934667E-03,+0.0E+00
-630.1250E-06,+71.8592957E-03,+64.4472355E-03,+0.0E+00
-630.0000E-06,+71.9849239E-03,+64.4472355E-03,+0.0E+00
-629.8750E-06,+72.4874364E-03,+63.6934667E-03,+0.0E+00
-629.7500E-06,+71.4824113E-03,+63.3165822E-03,+0.0E+00
-629.6250E-06,+71.3567832E-03,+63.4422104E-03,+0.0E+00
-629.5000E-06,+71.3567832E-03,+61.9346727E-03,+0.0E+00
-629.3750E-06,+71.4824113E-03,+63.6934667E-03,+0.0E+00
-629.2500E-06,+71.7336676E-03,+63.5678385E-03,+0.0E+00
-629.1250E-06,+71.2311550E-03,+63.3165822E-03,+0.0E+00
-629.0000E-06,+71.6080394E-03,+63.4422104E-03,+0.0E+00
-628.8750E-06,+70.9798987E-03,+63.4422104E-03,+0.0E+00
-628.7500E-06,+70.4773862E-03,+62.8140697E-03,+0.0E+00
-628.6250E-06,+71.7336676E-03,+63.0653260E-03,+0.0E+00
-628.5000E-06,+72.1105520E-03,+64.4472355E-03,+0.0E+00
-628.3750E-06,+71.1055269E-03,+64.3216074E-03,+0.0E+00
-628.2500E-06,+70.8542706E-03,+64.0703511E-03,+0.0E+00
-628.1250E-06,+70.8542706E-03,+63.3165822E-03,+0.0E+00
-628.0000E-06,+70.7286425E-03,+63.0653260E-03,+0.0E+00
-627.8750E-06,+70.9798987E-03,+63.1909541E-03,+0.0E+00
-627.7500E-06,+70.6030143E-03,+63.6934667E-03,+0.0E+00
-627.6250E-06,+70.4773862E-03,+64.8241199E-03,+0.0E+00
-627.5000E-06,+70.1005018E-03,+63.8190948E-03,+0.0E+00
-627.3750E-06,+70.6030143E-03,+64.3216074E-03,+0.0E+00
-627.2500E-06,+70.4773862E-03,+63.3165822E-03,+0.0E+00
-627.1250E-06,+70.2261299E-03,+64.0703511E-03,+0.0E+00
-627.0000E-06,+70.9798987E-03,+64.5728636E-03,+0.0E+00
-626.8750E-06,+70.6030143E-03,+64.5728636E-03,+0.0E+00
-626.7500E-06,+70.4773862E-03,+64.0703511E-03,+0.0E+00
-626.6250E-06,+70.7286425E-03,+63.1909541E-03,+0.0E+00
-626.5000E-06,+70.6030143E-03,+63.4422104E-03,+0.0E+00
-626.3750E-06,+70.1005018E-03,+63.5678385E-03,+0.0E+00
-626.2500E-06,+69.5979892E-03,+64.0703511E-03,+0.0E+00
-626.1250E-06,+70.1005018E-03,+63.6934667E-03,+0.0E+00
-626.0000E-06,+70.6030143E-03,+63.9447229E-03,+0.0E+00
-625.8750E-06,+69.5979892E-03,+62.6884415E-03,+0.0E+00
-625.7500E-06,+70.1005018E-03,+63.9447229E-03,+0.0E+00
-625.6250E-06,+69.5979892E-03,+64.0703511E-03,+0.0E+00
-625.5000E-06,+70.9798987E-03,+64.9497480E-03,+0.0E+00
-625.3750E-06,+70.2261299E-03,+65.2010043E-03,+0.0E+00
-625.2500E-06,+70.1005018E-03,+63.8190948E-03,+0.0E+00
-625.1250E-06,+69.9748736E-03,+62.5628134E-03,+0.0E+00
-625.0000E-06,+69.0954766E-03,+62.3115571E-03,+0.0E+00
-624.8750E-06,+69.4723611E-03,+63.8190948E-03,+0.0E+00
-624.7500E-06,+69.8492455E-03,+64.5728636E-03,+0.0E+00
-624.6250E-06,+69.3467329E-03,+64.5728636E-03,+0.0E+00
-624.5000E-06,+69.3467329E-03,+64.3216074E-03,+0.0E+00
-624.3750E-06,+69.4723611E-03,+63.8190948E-03,+0.0E+00
-624.2500E-06,+69.2211048E-03,+63.5678385E-03,+0.0E+00
-624.1250E-06,+69.7236173E-03,+63.6934667E-03,+0.0E+00
-624.0000E-06,+70.2261299E-03,+64.1959792E-03,+0.0E+00
-623.8750E-06,+70.1005018E-03,+64.3216074E-03,+0.0E+00
-623.7500E-06,+69.9748736E-03,+63.5678385E-03,+0.0E+00
-623.6250E-06,+69.2211048E-03,+63.0653260E-03,+0.0E+00
-623.5000E-06,+68.0904515E-03,+62.8140697E-03,+0.0E+00
-623.3750E-06,+68.3417078E-03,+62.6884415E-03,+0.0E+00
-623.2500E-06,+69.8492455E-03,+63.8190948E-03,+0.0E+00
-623.1250E-06,+69.9748736E-03,+63.8190948E-03,+0.0E+00
-623.0000E-06,+69.2211048E-03,+63.9447229E-03,+0.0E+00
-622.8750E-06,+69.4723611E-03,+63.0653260E-03,+0.0E+00
-622.7500E-06,+68.8442204E-03,+64.4472355E-03,+0.0E+00
-622.6250E-06,+68.4673360E-03,+62.6884415E-03,+0.0E+00
-622.5000E-06,+69.0954766E-03,+64.4472355E-03,+0.0E+00
-622.3750E-06,+69.4723611E-03,+64.9497480E-03,+0.0E+00
-622.2500E-06,+68.8442204E-03,+65.3266325E-03,+0.0E+00
-622.1250E-06,+69.0954766E-03,+64.4472355E-03,+0.0E+00
-622.0000E-06,+67.8391953E-03,+63.0653260E-03,+0.0E+00
-621.8750E-06,+68.2160797E-03,+63.3165822E-03,+0.0E+00
-621.7500E-06,+68.9698485E-03,+63.6934667E-03,+0.0E+00
-621.6250E-06,+68.0904515E-03,+62.8140697E-03,+0.0E+00
-621.5000E-06,+68.4673360E-03,+62.5628134E-03,+0.0E+00
-621.3750E-06,+68.0904515E-03,+62.4371853E-03,+0.0E+00
-621.2500E-06,+69.4723611E-03,+63.5678385E-03,+0.0E+00
-621.1250E-06,+68.3417078E-03,+64.0703511E-03,+0.0E+00
-621.0000E-06,+68.5929641E-03,+63.9447229E-03,+0.0E+00
-620.8750E-06,+68.2160797E-03,+63.3165822E-03,+0.0E+00
-620.7500E-06,+68.4673360E-03,+63.4422104E-03,+0.0E+00
-620.6250E-06,+68.0904515E-03,+62.4371853E-03,+0.0E+00
-620.5000E-06,+68.0904515E-03,+63.1909541E-03,+0.0E+00
-620.3750E-06,+68.9698485E-03,+63.9447229E-03,+0.0E+00
-620.2500E-06,+68.2160797E-03,+63.5678385E-03,+0.0E+00
-620.1250E-06,+68.9698485E-03,+63.8190948E-03,+0.0E+00
-620.0000E-06,+67.7135671E-03,+63.5678385E-03,+0.0E+00
-619.8750E-06,+67.5879390E-03,+63.3165822E-03,+0.0E+00
-619.7500E-06,+67.3366827E-03,+63.0653260E-03,+0.0E+00
-619.6250E-06,+67.9648234E-03,+63.8190948E-03,+0.0E+00
-619.5000E-06,+67.9648234E-03,+63.1909541E-03,+0.0E+00
-619.3750E-06,+67.8391953E-03,+63.3165822E-03,+0.0E+00
-619.2500E-06,+66.4572857E-03,+63.0653260E-03,+0.0E+00
-619.1250E-06,+67.9648234E-03,+62.5628134E-03,+0.0E+00
-619.0000E-06,+67.5879390E-03,+62.5628134E-03,+0.0E+00
-618.8750E-06,+67.2110546E-03,+63.3165822E-03,+0.0E+00
-618.7500E-06,+67.3366827E-03,+63.6934667E-03,+0.0E+00
-618.6250E-06,+67.3366827E-03,+63.1909541E-03,+0.0E+00
-618.5000E-06,+66.5829139E-03,+62.4371853E-03,+0.0E+00
-618.3750E-06,+67.2110546E-03,+62.6884415E-03,+0.0E+00
-618.2500E-06,+66.8341701E-03,+62.5628134E-03,+0.0E+00
-618.1250E-06,+67.0854264E-03,+63.6934667E-03,+0.0E+00
-618.0000E-06,+67.5879390E-03,+63.0653260E-03,+0.0E+00
-617.8750E-06,+66.7085420E-03,+64.4472355E-03,+0.0E+00
-617.7500E-06,+66.9597983E-03,+63.1909541E-03,+0.0E+00
-617.6250E-06,+66.9597983E-03,+63.1909541E-03,+0.0E+00
-617.5000E-06,+66.8341701E-03,+63.3165822E-03,+0.0E+00
-617.3750E-06,+66.3316576E-03,+63.8190948E-03,+0.0E+00
-617.2500E-06,+66.7085420E-03,+63.3165822E-03,+0.0E+00
-617.1250E-06,+66.7085420E-03,+63.5678385E-03,+0.0E+00
-617.0000E-06,+66.4572857E-03,+64.0703511E-03,+0.0E+00
-616.8750E-06,+67.0854264E-03,+62.3115571E-03,+0.0E+00
-616.7500E-06,+66.3316576E-03,+62.1859290E-03,+0.0E+00
-616.6250E-06,+66.2060294E-03,+62.4371853E-03,+0.0E+00
-616.5000E-06,+66.8341701E-03,+63.4422104E-03,+0.0E+00
-616.3750E-06,+65.9547732E-03,+63.8190948E-03,+0.0E+00
-616.2500E-06,+66.5829139E-03,+64.1959792E-03,+0.0E+00
-616.1250E-06,+65.7035169E-03,+64.0703511E-03,+0.0E+00
-616.0000E-06,+66.3316576E-03,+62.9396978E-03,+0.0E+00
-615.8750E-06,+65.8291450E-03,+62.9396978E-03,+0.0E+00
-615.7500E-06,+66.3316576E-03,+63.0653260E-03,+0.0E+00
-615.6250E-06,+66.2060294E-03,+62.4371853E-03,+0.0E+00
-615.5000E-06,+66.5829139E-03,+63.4422104E-03,+0.0E+00
-615.3750E-06,+65.3266325E-03,+64.1959792E-03,+0.0E+00
-615.2500E-06,+65.5778887E-03,+64.4472355E-03,+0.0E+00
-615.1250E-06,+66.0804013E-03,+62.5628134E-03,+0.0E+00
-615.0000E-06,+64.8241199E-03,+62.5628134E-03,+0.0E+00
-614.8750E-06,+65.7035169E-03,+61.8090446E-03,+0.0E+00
-614.7500E-06,+64.6984918E-03,+63.3165822E-03,+0.0E+00
-614.6250E-06,+65.4522606E-03,+62.9396978E-03,+0.0E+00
-614.5000E-06,+65.8291450E-03,+64.1959792E-03,+0.0E+00
-614.3750E-06,+65.4522606E-03,+63.4422104E-03,+0.0E+00
-614.2500E-06,+65.2010043E-03,+62.6884415E-03,+0.0E+00
-614.1250E-06,+65.0753762E-03,+62.9396978E-03,+0.0E+00
-614.0000E-06,+64.9497480E-03,+63.9447229E-03,+0.0E+00
-613.8750E-06,+65.5778887E-03,+64.4472355E-03,+0.0E+00
-613.7500E-06,+64.8241199E-03,+64.0703511E-03,+0.0E+00
-613.6250E-06,+65.4522606E-03,+63.4422104E-03,+0.0E+00
-613.5000E-06,+64.9497480E-03,+63.4422104E-03,+0.0E+00
-613.3750E-06,+64.1959792E-03,+62.4371853E-03,+0.0E+00
-613.2500E-06,+63.9447229E-03,+63.6934667E-03,+0.0E+00
-613.1250E-06,+63.5678385E-03,+63.6934667E-03,+0.0E+00
-613.0000E-06,+64.8241199E-03,+63.4422104E-03,+0.0E+00
-612.8750E-06,+64.6984918E-03,+63.0653260E-03,+0.0E+00
-612.7500E-06,+64.6984918E-03,+63.4422104E-03,+0.0E+00
-612.6250E-06,+64.5728636E-03,+62.1859290E-03,+0.0E+00
-612.5000E-06,+64.1959792E-03,+63.5678385E-03,+0.0E+00
-612.3750E-06,+64.4472355E-03,+63.3165822E-03,+0.0E+00
-612.2500E-06,+63.4422104E-03,+63.5678385E-03,+0.0E+00
-612.1250E-06,+65.0753762E-03,+64.1959792E-03,+0.0E+00
-612.0000E-06,+64.3216074E-03,+63.4422104E-03,+0.0E+00
-611.8750E-06,+64.4472355E-03,+62.1859290E-03,+0.0E+00
-611.7500E-06,+64.1959792E-03,+63.1909541E-03,+0.0E+00
-611.6250E-06,+64.1959792E-03,+64.1959792E-03,+0.0E+00
-611.5000E-06,+64.4472355E-03,+64.0703511E-03,+0.0E+00
-611.3750E-06,+64.5728636E-03,+64.3216074E-03,+0.0E+00
-611.2500E-06,+63.5678385E-03,+62.6884415E-03,+0.0E+00
-611.1250E-06,+63.6934667E-03,+62.6884415E-03,+0.0E+00
-611.0000E-06,+63.0653260E-03,+62.3115571E-03,+0.0E+00
-610.8750E-06,+63.3165822E-03,+62.8140697E-03,+0.0E+00
-610.7500E-06,+63.8190948E-03,+64.3216074E-03,+0.0E+00
-610.6250E-06,+64.3216074E-03,+64.3216074E-03,+0.0E+00
-610.5000E-06,+63.5678385E-03,+64.3216074E-03,+0.0E+00
-610.3750E-06,+62.8140697E-03,+62.9396978E-03,+0.0E+00
-610.2500E-06,+62.3115571E-03,+62.0603008E-03,+0.0E+00
-610.1250E-06,+63.0653260E-03,+62.8140697E-03,+0.0E+00
-610.0000E-06,+63.4422104E-03,+63.8190948E-03,+0.0E+00
-609.8750E-06,+63.4422104E-03,+64.1959792E-03,+0.0E+00
-609.7500E-06,+63.4422104E-03,+63.8190948E-03,+0.0E+00
-609.6250E-06,+63.0653260E-03,+62.8140697E-03,+0.0E+00
-609.5000E-06,+62.4371853E-03,+62.3115571E-03,+0.0E+00
-609.3750E-06,+62.6884415E-03,+62.8140697E-03,+0.0E+00
-609.2500E-06,+62.9396978E-03,+64.4472355E-03,+0.0E+00
-609.1250E-06,+63.3165822E-03,+65.2010043E-03,+0.0E+00
-609.0000E-06,+63.4422104E-03,+64.4472355E-03,+0.0E+00
-608.8750E-06,+62.9396978E-03,+62.6884415E-03,+0.0E+00
-608.7500E-06,+62.4371853E-03,+62.9396978E-03,+0.0E+00
-608.6250E-06,+62.1859290E-03,+61.4321601E-03,+0.0E+00
-608.5000E-06,+61.9346727E-03,+62.3115571E-03,+0.0E+00
-608.3750E-06,+62.3115571E-03,+64.0703511E-03,+0.0E+00
-608.2500E-06,+62.8140697E-03,+63.8190948E-03,+0.0E+00
-608.1250E-06,+62.0603008E-03,+63.8190948E-03,+0.0E+00
-608.0000E-06,+62.3115571E-03,+63.4422104E-03,+0.0E+00
-607.8750E-06,+62.4371853E-03,+62.4371853E-03,+0.0E+00
-607.7500E-06,+62.3115571E-03,+64.1959792E-03,+0.0E+00
-607.6250E-06,+62.9396978E-03,+63.8190948E-03,+0.0E+00
-607.5000E-06,+62.9396978E-03,+64.4472355E-03,+0.0E+00
-607.3750E-06,+62.3115571E-03,+63.9447229E-03,+0.0E+00
-607.2500E-06,+61.9346727E-03,+62.6884415E-03,+0.0E+00
-607.1250E-06,+61.5577883E-03,+62.3115571E-03,+0.0E+00
-607.0000E-06,+62.1859290E-03,+62.6884415E-03,+0.0E+00
-606.8750E-06,+62.1859290E-03,+64.0703511E-03,+0.0E+00
-606.7500E-06,+62.0603008E-03,+64.3216074E-03,+0.0E+00
-606.6250E-06,+62.3115571E-03,+62.9396978E-03,+0.0E+00
-606.5000E-06,+62.3115571E-03,+62.9396978E-03,+0.0E+00
-606.3750E-06,+61.1809039E-03,+62.5628134E-03,+0.0E+00
-606.2500E-06,+61.1809039E-03,+63.6934667E-03,+0.0E+00
-606.1250E-06,+61.6834164E-03,+63.9447229E-03,+0.0E+00
-606.0000E-06,+61.8090446E-03,+64.3216074E-03,+0.0E+00
-605.8750E-06,+61.5577883E-03,+64.8241199E-03,+0.0E+00
-605.7500E-06,+61.3065320E-03,+62.8140697E-03,+0.0E+00
-605.6250E-06,+61.0552757E-03,+63.0653260E-03,+0.0E+00
-605.5000E-06,+61.3065320E-03,+63.1909541E-03,+0.0E+00
-605.3750E-06,+62.0603008E-03,+63.8190948E-03,+0.0E+00
-605.2500E-06,+62.0603008E-03,+63.9447229E-03,+0.0E+00
-605.1250E-06,+61.8090446E-03,+62.1859290E-03,+0.0E+00
-605.0000E-06,+60.9296476E-03,+63.1909541E-03,+0.0E+00
-604.8750E-06,+60.9296476E-03,+63.3165822E-03,+0.0E+00
-604.7500E-06,+61.0552757E-03,+63.9447229E-03,+0.0E+00
-604.6250E-06,+62.0603008E-03,+65.4522606E-03,+0.0E+00
-604.5000E-06,+61.0552757E-03,+62.6884415E-03,+0.0E+00
-604.3750E-06,+60.6783913E-03,+63.0653260E-03,+0.0E+00
-604.2500E-06,+59.7989943E-03,+62.4371853E-03,+0.0E+00
-604.1250E-06,+60.6783913E-03,+63.1909541E-03,+0.0E+00
-604.0000E-06,+60.5527632E-03,+64.5728636E-03,+0.0E+00
-603.8750E-06,+61.0552757E-03,+63.9447229E-03,+0.0E+00
-603.7500E-06,+60.4271350E-03,+63.9447229E-03,+0.0E+00
