  Frequency             P(V(N00173)/ V(V3:+)) V(U1:-)               V(U1:+)              
  1.485935642287e+004  -8.530489416318e-001  9.999805685680e-001  1.000000000000e+000  
  1.489361077711e+004  -8.550156357352e-001  9.999806484519e-001  1.000000000000e+000  
  1.492794409579e+004  -8.569868650145e-001  9.999807287041e-001  1.000000000000e+000  
  1.496235656094e+004  -8.589626399346e-001  9.999808093264e-001  1.000000000000e+000  
  1.499684835502e+004  -8.609429709846e-001  9.999808903205e-001  1.000000000000e+000  
  1.503141966090e+004  -8.629278686778e-001  9.999809716881e-001  1.000000000000e+000  
  1.506607066186e+004  -8.649173435520e-001  9.999810534310e-001  1.000000000000e+000  
  1.510080154164e+004  -8.669114061690e-001  9.999811355508e-001  1.000000000000e+000  
  1.513561248436e+004  -8.689100671155e-001  9.999812180494e-001  1.000000000000e+000  
  1.517050367459e+004  -8.709133370022e-001  9.999813009283e-001  1.000000000000e+000  
  1.520547529732e+004  -8.729212264646e-001  9.999813841895e-001  1.000000000000e+000  
  1.524052753797e+004  -8.749337461629e-001  9.999814678346e-001  1.000000000000e+000  
  1.527566058238e+004  -8.769509067816e-001  9.999815518654e-001  1.000000000000e+000  
  1.531087461682e+004  -8.789727190302e-001  9.999816362838e-001  1.000000000000e+000  
  1.534616982799e+004  -8.809991936428e-001  9.999817210914e-001  1.000000000000e+000  
  1.538154640303e+004  -8.830303413785e-001  9.999818062901e-001  1.000000000000e+000  
  1.541700452949e+004  -8.850661730210e-001  9.999818918817e-001  1.000000000000e+000  
  1.545254439538e+004  -8.871066993793e-001  9.999819778680e-001  1.000000000000e+000  
  1.548816618912e+004  -8.891519312871e-001  9.999820642508e-001  1.000000000000e+000  
  1.552387009958e+004  -8.912018796032e-001  9.999821510320e-001  1.000000000000e+000  
  1.555965631605e+004  -8.932565552116e-001  9.999822382133e-001  1.000000000000e+000  
  1.559552502827e+004  -8.953159690215e-001  9.999823257966e-001  1.000000000000e+000  
  1.563147642641e+004  -8.973801319671e-001  9.999824137838e-001  1.000000000000e+000  
  1.566751070108e+004  -8.994490550083e-001  9.999825021768e-001  1.000000000000e+000  
  1.570362804333e+004  -9.015227491298e-001  9.999825909773e-001  1.000000000000e+000  
  1.573982864466e+004  -9.036012253423e-001  9.999826801873e-001  1.000000000000e+000  
  1.577611269699e+004  -9.056844946814e-001  9.999827698087e-001  1.000000000000e+000  
  1.581248039270e+004  -9.077725682086e-001  9.999828598433e-001  1.000000000000e+000  
  1.584893192461e+004  -9.098654570109e-001  9.999829502931e-001  1.000000000000e+000  
  1.588546748597e+004  -9.119631722009e-001  9.999830411599e-001  1.000000000000e+000  
  1.592208727051e+004  -9.140657249169e-001  9.999831324458e-001  1.000000000000e+000  
  1.595879147236e+004  -9.161731263230e-001  9.999832241525e-001  1.000000000000e+000  
  1.599558028614e+004  -9.182853876090e-001  9.999833162822e-001  1.000000000000e+000  
  1.603245390690e+004  -9.204025199908e-001  9.999834088366e-001  1.000000000000e+000  
  1.606941253013e+004  -9.225245347100e-001  9.999835018179e-001  1.000000000000e+000  
  1.610645635178e+004  -9.246514430345e-001  9.999835952278e-001  1.000000000000e+000  
  1.614358556826e+004  -9.267832562580e-001  9.999836890685e-001  1.000000000000e+000  
  1.618080037643e+004  -9.289199857003e-001  9.999837833418e-001  1.000000000000e+000  
  1.621810097359e+004  -9.310616427077e-001  9.999838780499e-001  1.000000000000e+000  
  1.625548755750e+004  -9.332082386524e-001  9.999839731946e-001  1.000000000000e+000  
  1.629296032639e+004  -9.353597849331e-001  9.999840687780e-001  1.000000000000e+000  
  1.633051947894e+004  -9.375162929748e-001  9.999841648021e-001  1.000000000000e+000  
  1.636816521427e+004  -9.396777742290e-001  9.999842612690e-001  1.000000000000e+000  
  1.640589773199e+004  -9.418442401736e-001  9.999843581807e-001  1.000000000000e+000  
  1.644371723215e+004  -9.440157023131e-001  9.999844555392e-001  1.000000000000e+000  
  1.648162391525e+004  -9.461921721786e-001  9.999845533466e-001  1.000000000000e+000  
  1.651961798229e+004  -9.483736613279e-001  9.999846516050e-001  1.000000000000e+000  
  1.655769963469e+004  -9.505601813455e-001  9.999847503164e-001  1.000000000000e+000  
  1.659586907437e+004  -9.527517438428e-001  9.999848494830e-001  1.000000000000e+000  
  1.663412650370e+004  -9.549483604579e-001  9.999849491067e-001  1.000000000000e+000  
  1.667247212551e+004  -9.571500428559e-001  9.999850491898e-001  1.000000000000e+000  
  1.671090614310e+004  -9.593568027290e-001  9.999851497344e-001  1.000000000000e+000  
  1.674942876026e+004  -9.615686517963e-001  9.999852507425e-001  1.000000000000e+000  
  1.678804018122e+004  -9.637856018041e-001  9.999853522163e-001  1.000000000000e+000  
  1.682674061070e+004  -9.660076645258e-001  9.999854541579e-001  1.000000000000e+000  
  1.686553025388e+004  -9.682348517621e-001  9.999855565696e-001  1.000000000000e+000  
  1.690440931643e+004  -9.704671753410e-001  9.999856594534e-001  1.000000000000e+000  
  1.694337800447e+004  -9.727046471179e-001  9.999857628115e-001  1.000000000000e+000  
  1.698243652461e+004  -9.749472789756e-001  9.999858666462e-001  1.000000000000e+000  
  1.702158508395e+004  -9.771950828244e-001  9.999859709596e-001  1.000000000000e+000  
  1.706082389003e+004  -9.794480706021e-001  9.999860757540e-001  1.000000000000e+000  
  1.710015315090e+004  -9.817062542742e-001  9.999861810314e-001  1.000000000000e+000  
  1.713957307508e+004  -9.839696458338e-001  9.999862867943e-001  1.000000000000e+000  
  1.717908387157e+004  -9.862382573020e-001  9.999863930447e-001  1.000000000000e+000  
  1.721868574986e+004  -9.885121007274e-001  9.999864997850e-001  1.000000000000e+000  
  1.725837891990e+004  -9.907911881867e-001  9.999866070174e-001  1.000000000000e+000  
  1.729816359215e+004  -9.930755317843e-001  9.999867147441e-001  1.000000000000e+000  
  1.733803997754e+004  -9.953651436530e-001  9.999868229675e-001  1.000000000000e+000  
  1.737800828749e+004  -9.976600359534e-001  9.999869316898e-001  1.000000000000e+000  
  1.741806873391e+004  -9.999602208743e-001  9.999870409134e-001  1.000000000000e+000  
  1.745822152920e+004  -1.002265710633e+000  9.999871506404e-001  1.000000000000e+000  
  1.749846688624e+004  -1.004576517474e+000  9.999872608734e-001  1.000000000000e+000  
  1.753880501841e+004  -1.006892653672e+000  9.999873716145e-001  1.000000000000e+000  
  1.757923613958e+004  -1.009214131528e+000  9.999874828661e-001  1.000000000000e+000  
  1.761976046411e+004  -1.011540963373e+000  9.999875946306e-001  1.000000000000e+000  
  1.766037820686e+004  -1.013873161566e+000  9.999877069103e-001  1.000000000000e+000  
  1.770108958317e+004  -1.016210738495e+000  9.999878197077e-001  1.000000000000e+000  
  1.774189480890e+004  -1.018553706576e+000  9.999879330250e-001  1.000000000000e+000  
  1.778279410039e+004  -1.020902078254e+000  9.999880468647e-001  1.000000000000e+000  
  1.782378767448e+004  -1.023255866004e+000  9.999881612292e-001  1.000000000000e+000  
  1.786487574852e+004  -1.025615082327e+000  9.999882761209e-001  1.000000000000e+000  
  1.790605854035e+004  -1.027979739755e+000  9.999883915423e-001  1.000000000000e+000  
  1.794733626832e+004  -1.030349850850e+000  9.999885074957e-001  1.000000000000e+000  
  1.798870915128e+004  -1.032725428201e+000  9.999886239836e-001  1.000000000000e+000  
  1.803017740859e+004  -1.035106484427e+000  9.999887410085e-001  1.000000000000e+000  
  1.807174126011e+004  -1.037493032176e+000  9.999888585729e-001  1.000000000000e+000  
  1.811340092619e+004  -1.039885084125e+000  9.999889766792e-001  1.000000000000e+000  
  1.815515662773e+004  -1.042282652982e+000  9.999890953299e-001  1.000000000000e+000  
  1.819700858610e+004  -1.044685751483e+000  9.999892145276e-001  1.000000000000e+000  
  1.823895702319e+004  -1.047094392393e+000  9.999893342747e-001  1.000000000000e+000  
  1.828100216142e+004  -1.049508588507e+000  9.999894545738e-001  1.000000000000e+000  
  1.832314422371e+004  -1.051928352651e+000  9.999895754274e-001  1.000000000000e+000  
  1.836538343348e+004  -1.054353697678e+000  9.999896968381e-001  1.000000000000e+000  
  1.840772001469e+004  -1.056784636474e+000  9.999898188085e-001  1.000000000000e+000  
  1.845015419179e+004  -1.059221181953e+000  9.999899413410e-001  1.000000000000e+000  
  1.849268618978e+004  -1.061663347058e+000  9.999900644384e-001  1.000000000000e+000  
  1.853531623414e+004  -1.064111144764e+000  9.999901881032e-001  1.000000000000e+000  
  1.857804455091e+004  -1.066564588074e+000  9.999903123379e-001  1.000000000000e+000  
  1.862087136662e+004  -1.069023690023e+000  9.999904371454e-001  1.000000000000e+000  
  1.866379690834e+004  -1.071488463676e+000  9.999905625281e-001  1.000000000000e+000  
  1.870682140365e+004  -1.073958922126e+000  9.999906884887e-001  1.000000000000e+000  
  1.874994508067e+004  -1.076435078499e+000  9.999908150299e-001  1.000000000000e+000  
  1.879316816803e+004  -1.078916945951e+000  9.999909421544e-001  1.000000000000e+000  
  1.883649089489e+004  -1.081404537667e+000  9.999910698648e-001  1.000000000000e+000  
  1.887991349096e+004  -1.083897866863e+000  9.999911981639e-001  1.000000000000e+000  
  1.892343618645e+004  -1.086396946786e+000  9.999913270543e-001  1.000000000000e+000  
  1.896705921211e+004  -1.088901790715e+000  9.999914565387e-001  1.000000000000e+000  
  1.901078279923e+004  -1.091412411957e+000  9.999915866200e-001  1.000000000000e+000  
  1.905460717963e+004  -1.093928823851e+000  9.999917173008e-001  1.000000000000e+000  
  1.909853258566e+004  -1.096451039769e+000  9.999918485840e-001  1.000000000000e+000  
  1.914255925021e+004  -1.098979073111e+000  9.999919804722e-001  1.000000000000e+000  
  1.918668740670e+004  -1.101512937308e+000  9.999921129682e-001  1.000000000000e+000  
  1.923091728910e+004  -1.104052645825e+000  9.999922460750e-001  1.000000000000e+000  
  1.927524913190e+004  -1.106598212156e+000  9.999923797952e-001  1.000000000000e+000  
  1.931968317016e+004  -1.109149649826e+000  9.999925141317e-001  1.000000000000e+000  
  1.936421963946e+004  -1.111706972393e+000  9.999926490873e-001  1.000000000000e+000  
  1.940885877592e+004  -1.114270193445e+000  9.999927846650e-001  1.000000000000e+000  
  1.945360081622e+004  -1.116839326602e+000  9.999929208674e-001  1.000000000000e+000  
  1.949844599758e+004  -1.119414385515e+000  9.999930576976e-001  1.000000000000e+000  
  1.954339455775e+004  -1.121995383867e+000  9.999931951584e-001  1.000000000000e+000  
  1.958844673506e+004  -1.124582335374e+000  9.999933332527e-001  1.000000000000e+000  
  1.963360276836e+004  -1.127175253782e+000  9.999934719834e-001  1.000000000000e+000  
  1.967886289706e+004  -1.129774152869e+000  9.999936113535e-001  1.000000000000e+000  
  1.972422736114e+004  -1.132379046445e+000  9.999937513659e-001  1.000000000000e+000  
  1.976969640111e+004  -1.134989948354e+000  9.999938920235e-001  1.000000000000e+000  
  1.981527025805e+004  -1.137606872469e+000  9.999940333294e-001  1.000000000000e+000  
  1.986094917357e+004  -1.140229832696e+000  9.999941752864e-001  1.000000000000e+000  
  1.990673338987e+004  -1.142858842976e+000  9.999943178977e-001  1.000000000000e+000  
  1.995262314968e+004  -1.145493917278e+000  9.999944611661e-001  1.000000000000e+000  
  1.999861869632e+004  -1.148135069607e+000  9.999946050948e-001  1.000000000000e+000  
  2.004472027365e+004  -1.150782313998e+000  9.999947496868e-001  1.000000000000e+000  
  2.009092812608e+004  -1.153435664520e+000  9.999948949450e-001  1.000000000000e+000  
  2.013724249862e+004  -1.156095135273e+000  9.999950408727e-001  1.000000000000e+000  
  2.018366363681e+004  -1.158760740392e+000  9.999951874728e-001  1.000000000000e+000  
  2.023019178678e+004  -1.161432494043e+000  9.999953347485e-001  1.000000000000e+000  
  2.027682719521e+004  -1.164110410425e+000  9.999954827029e-001  1.000000000000e+000  
  2.032357010936e+004  -1.166794503770e+000  9.999956313390e-001  1.000000000000e+000  
  2.037042077705e+004  -1.169484788345e+000  9.999957806601e-001  1.000000000000e+000  
  2.041737944669e+004  -1.172181278446e+000  9.999959306692e-001  1.000000000000e+000  
  2.046444636724e+004  -1.174883988405e+000  9.999960813696e-001  1.000000000000e+000  
  2.051162178825e+004  -1.177592932588e+000  9.999962327644e-001  1.000000000000e+000  
  2.055890595984e+004  -1.180308125392e+000  9.999963848569e-001  1.000000000000e+000  
  2.060629913270e+004  -1.183029581248e+000  9.999965376501e-001  1.000000000000e+000  
  2.065380155810e+004  -1.185757314620e+000  9.999966911474e-001  1.000000000000e+000  
  2.070141348791e+004  -1.188491340009e+000  9.999968453520e-001  1.000000000000e+000  
  2.074913517454e+004  -1.191231671944e+000  9.999970002671e-001  1.000000000000e+000  
  2.079696687103e+004  -1.193978324993e+000  9.999971558961e-001  1.000000000000e+000  
  2.084490883097e+004  -1.196731313753e+000  9.999973122421e-001  1.000000000000e+000  
  2.089296130854e+004  -1.199490652859e+000  9.999974693086e-001  1.000000000000e+000  
  2.094112455850e+004  -1.202256356977e+000  9.999976270987e-001  1.000000000000e+000  
  2.098939883623e+004  -1.205028440809e+000  9.999977856159e-001  1.000000000000e+000  
  2.103778439766e+004  -1.207806919090e+000  9.999979448634e-001  1.000000000000e+000  
  2.108628149933e+004  -1.210591806590e+000  9.999981048447e-001  1.000000000000e+000  
  2.113489039836e+004  -1.213383118111e+000  9.999982655631e-001  1.000000000000e+000  
  2.118361135248e+004  -1.216180868492e+000  9.999984270220e-001  1.000000000000e+000  
  2.123244462000e+004  -1.218985072605e+000  9.999985892247e-001  1.000000000000e+000  
  2.128139045982e+004  -1.221795745357e+000  9.999987521749e-001  1.000000000000e+000  
  2.133044913146e+004  -1.224612901690e+000  9.999989158758e-001  1.000000000000e+000  
  2.137962089502e+004  -1.227436556580e+000  9.999990803309e-001  1.000000000000e+000  
  2.142890601120e+004  -1.230266725037e+000  9.999992455437e-001  1.000000000000e+000  
  2.147830474130e+004  -1.233103422106e+000  9.999994115176e-001  1.000000000000e+000  
  2.152781734724e+004  -1.235946662870e+000  9.999995782563e-001  1.000000000000e+000  
  2.157744409152e+004  -1.238796462442e+000  9.999997457631e-001  1.000000000000e+000  
  2.162718523727e+004  -1.241652835974e+000  9.999999140416e-001  1.000000000000e+000  
  2.167704104819e+004  -1.244515798651e+000  1.000000083095e+000  1.000000000000e+000  
  2.172701178863e+004  -1.247385365694e+000  1.000000252928e+000  1.000000000000e+000  
  2.177709772353e+004  -1.250261552360e+000  1.000000423543e+000  1.000000000000e+000  
  2.182729911842e+004  -1.253144373939e+000  1.000000594944e+000  1.000000000000e+000  
  2.187761623949e+004  -1.256033845760e+000  1.000000767135e+000  1.000000000000e+000  
  2.192804935350e+004  -1.258929983184e+000  1.000000940119e+000  1.000000000000e+000  
  2.197859872784e+004  -1.261832801610e+000  1.000001113900e+000  1.000000000000e+000  
  2.202926463053e+004  -1.264742316471e+000  1.000001288481e+000  1.000000000000e+000  
  2.208004733018e+004  -1.267658543239e+000  1.000001463867e+000  1.000000000000e+000  
  2.213094709605e+004  -1.270581497417e+000  1.000001640060e+000  1.000000000000e+000  
  2.218196419800e+004  -1.273511194549e+000  1.000001817066e+000  1.000000000000e+000  
  2.223309890651e+004  -1.276447650211e+000  1.000001994886e+000  1.000000000000e+000  
  2.228435149270e+004  -1.279390880018e+000  1.000002173526e+000  1.000000000000e+000  
  2.233572222830e+004  -1.282340899619e+000  1.000002352989e+000  1.000000000000e+000  
  2.238721138568e+004  -1.285297724702e+000  1.000002533278e+000  1.000000000000e+000  
  2.243881923782e+004  -1.288261370988e+000  1.000002714398e+000  1.000000000000e+000  
  2.249054605835e+004  -1.291231854237e+000  1.000002896352e+000  1.000000000000e+000  
  2.254239212152e+004  -1.294209190245e+000  1.000003079145e+000  1.000000000000e+000  
  2.259435770220e+004  -1.297193394845e+000  1.000003262779e+000  1.000000000000e+000  
  2.264644307593e+004  -1.300184483905e+000  1.000003447259e+000  1.000000000000e+000  
  2.269864851883e+004  -1.303182473332e+000  1.000003632589e+000  1.000000000000e+000  
  2.275097430772e+004  -1.306187379068e+000  1.000003818773e+000  1.000000000000e+000  
  2.280342072000e+004  -1.309199217094e+000  1.000004005814e+000  1.000000000000e+000  
  2.285598803375e+004  -1.312218003427e+000  1.000004193717e+000  1.000000000000e+000  
  2.290867652767e+004  -1.315243754121e+000  1.000004382485e+000  1.000000000000e+000  
  2.296148648112e+004  -1.318276485268e+000  1.000004572122e+000  1.000000000000e+000  
  2.301441817408e+004  -1.321316212996e+000  1.000004762634e+000  1.000000000000e+000  
  2.306747188720e+004  -1.324362953471e+000  1.000004954022e+000  1.000000000000e+000  
  2.312064790175e+004  -1.327416722898e+000  1.000005146292e+000  1.000000000000e+000  
  2.317394649968e+004  -1.330477537519e+000  1.000005339448e+000  1.000000000000e+000  
  2.322736796357e+004  -1.333545413611e+000  1.000005533493e+000  1.000000000000e+000  
  2.328091257664e+004  -1.336620367492e+000  1.000005728432e+000  1.000000000000e+000  
  2.333458062280e+004  -1.339702415518e+000  1.000005924269e+000  1.000000000000e+000  
  2.338837238659e+004  -1.342791574080e+000  1.000006121008e+000  1.000000000000e+000  
  2.344228815319e+004  -1.345887859609e+000  1.000006318653e+000  1.000000000000e+000  
  2.349632820848e+004  -1.348991288575e+000  1.000006517208e+000  1.000000000000e+000  
  2.355049283895e+004  -1.352101877485e+000  1.000006716677e+000  1.000000000000e+000  
  2.360478233180e+004  -1.355219642885e+000  1.000006917065e+000  1.000000000000e+000  
  2.365919697485e+004  -1.358344601357e+000  1.000007118377e+000  1.000000000000e+000  
  2.371373705661e+004  -1.361476769526e+000  1.000007320615e+000  1.000000000000e+000  
  2.376840286624e+004  -1.364616164052e+000  1.000007523784e+000  1.000000000000e+000  
  2.382319469358e+004  -1.367762801634e+000  1.000007727889e+000  1.000000000000e+000  
  2.387811282913e+004  -1.370916699012e+000  1.000007932934e+000  1.000000000000e+000  
  2.393315756405e+004  -1.374077872963e+000  1.000008138924e+000  1.000000000000e+000  
  2.398832919019e+004  -1.377246340303e+000  1.000008345862e+000  1.000000000000e+000  
  2.404362800006e+004  -1.380422117888e+000  1.000008553753e+000  1.000000000000e+000  
  2.409905428686e+004  -1.383605222612e+000  1.000008762601e+000  1.000000000000e+000  
  2.415460834444e+004  -1.386795671410e+000  1.000008972411e+000  1.000000000000e+000  
  2.421029046736e+004  -1.389993481254e+000  1.000009183187e+000  1.000000000000e+000  
  2.426610095082e+004  -1.393198669157e+000  1.000009394934e+000  1.000000000000e+000  
  2.432204009073e+004  -1.396411252172e+000  1.000009607656e+000  1.000000000000e+000  
  2.437810818368e+004  -1.399631247390e+000  1.000009821357e+000  1.000000000000e+000  
  2.443430552693e+004  -1.402858671942e+000  1.000010036042e+000  1.000000000000e+000  
  2.449063241844e+004  -1.406093543000e+000  1.000010251716e+000  1.000000000000e+000  
  2.454708915684e+004  -1.409335877775e+000  1.000010468383e+000  1.000000000000e+000  
  2.460367604147e+004  -1.412585693519e+000  1.000010686048e+000  1.000000000000e+000  
  2.466039337234e+004  -1.415843007521e+000  1.000010904715e+000  1.000000000000e+000  
  2.471724145016e+004  -1.419107837115e+000  1.000011124388e+000  1.000000000000e+000  
  2.477422057633e+004  -1.422380199671e+000  1.000011345073e+000  1.000000000000e+000  
  2.483133105295e+004  -1.425660112602e+000  1.000011566775e+000  1.000000000000e+000  
  2.488857318282e+004  -1.428947593361e+000  1.000011789497e+000  1.000000000000e+000  
  2.494594726942e+004  -1.432242659439e+000  1.000012013244e+000  1.000000000000e+000  
  2.500345361696e+004  -1.435545328371e+000  1.000012238022e+000  1.000000000000e+000  
  2.506109253032e+004  -1.438855617732e+000  1.000012463834e+000  1.000000000000e+000  
  2.511886431509e+004  -1.442173545137e+000  1.000012690686e+000  1.000000000000e+000  
  2.517676927758e+004  -1.445499128242e+000  1.000012918583e+000  1.000000000000e+000  
  2.523480772480e+004  -1.448832384745e+000  1.000013147529e+000  1.000000000000e+000  
  2.529297996446e+004  -1.452173332384e+000  1.000013377529e+000  1.000000000000e+000  
  2.535128630497e+004  -1.455521988938e+000  1.000013608587e+000  1.000000000000e+000  
  2.540972705549e+004  -1.458878372229e+000  1.000013840710e+000  1.000000000000e+000  
  2.546830252584e+004  -1.462242500119e+000  1.000014073901e+000  1.000000000000e+000  
  2.552701302661e+004  -1.465614390512e+000  1.000014308166e+000  1.000000000000e+000  
  2.558585886905e+004  -1.468994061354e+000  1.000014543509e+000  1.000000000000e+000  
  2.564484036517e+004  -1.472381530632e+000  1.000014779935e+000  1.000000000000e+000  
  2.570395782768e+004  -1.475776816375e+000  1.000015017450e+000  1.000000000000e+000  
  2.576321157002e+004  -1.479179936654e+000  1.000015256058e+000  1.000000000000e+000  
  2.582260190634e+004  -1.482590909583e+000  1.000015495765e+000  1.000000000000e+000  
  2.588212915152e+004  -1.486009753317e+000  1.000015736575e+000  1.000000000000e+000  
  2.594179362118e+004  -1.489436486052e+000  1.000015978494e+000  1.000000000000e+000  
  2.600159563165e+004  -1.492871126030e+000  1.000016221526e+000  1.000000000000e+000  
  2.606153549998e+004  -1.496313691531e+000  1.000016465677e+000  1.000000000000e+000  
  2.612161354399e+004  -1.499764200882e+000  1.000016710952e+000  1.000000000000e+000  
  2.618183008218e+004  -1.503222672448e+000  1.000016957356e+000  1.000000000000e+000  
  2.624218543384e+004  -1.506689124640e+000  1.000017204894e+000  1.000000000000e+000  
  2.630267991895e+004  -1.510163575911e+000  1.000017453571e+000  1.000000000000e+000  
  2.636331385825e+004  -1.513646044757e+000  1.000017703393e+000  1.000000000000e+000  
  2.642408757321e+004  -1.517136549716e+000  1.000017954365e+000  1.000000000000e+000  
  2.648500138606e+004  -1.520635109371e+000  1.000018206492e+000  1.000000000000e+000  
  2.654605561975e+004  -1.524141742347e+000  1.000018459780e+000  1.000000000000e+000  
  2.660725059798e+004  -1.527656467311e+000  1.000018714233e+000  1.000000000000e+000  
  2.666858664521e+004  -1.531179302977e+000  1.000018969857e+000  1.000000000000e+000  
  2.673006408663e+004  -1.534710268099e+000  1.000019226658e+000  1.000000000000e+000  
  2.679168324818e+004  -1.538249381476e+000  1.000019484641e+000  1.000000000000e+000  
  2.685344445658e+004  -1.541796661952e+000  1.000019743811e+000  1.000000000000e+000  
  2.691534803926e+004  -1.545352128414e+000  1.000020004174e+000  1.000000000000e+000  
  2.697739432444e+004  -1.548915799791e+000  1.000020265735e+000  1.000000000000e+000  
  2.703958364108e+004  -1.552487695058e+000  1.000020528500e+000  1.000000000000e+000  
  2.710191631890e+004  -1.556067833235e+000  1.000020792475e+000  1.000000000000e+000  
  2.716439268838e+004  -1.559656233385e+000  1.000021057664e+000  1.000000000000e+000  
  2.722701308077e+004  -1.563252914614e+000  1.000021324073e+000  1.000000000000e+000  
  2.728977782807e+004  -1.566857896076e+000  1.000021591708e+000  1.000000000000e+000  
  2.735268726306e+004  -1.570471196965e+000  1.000021860576e+000  1.000000000000e+000  
  2.741574171927e+004  -1.574092836525e+000  1.000022130680e+000  1.000000000000e+000  
  2.747894153102e+004  -1.577722834041e+000  1.000022402027e+000  1.000000000000e+000  
  2.754228703338e+004  -1.581361208843e+000  1.000022674623e+000  1.000000000000e+000  
  2.760577856220e+004  -1.585007980308e+000  1.000022948473e+000  1.000000000000e+000  
  2.766941645411e+004  -1.588663167856e+000  1.000023223584e+000  1.000000000000e+000  
  2.773320104651e+004  -1.592326790955e+000  1.000023499960e+000  1.000000000000e+000  
  2.779713267759e+004  -1.595998869115e+000  1.000023777608e+000  1.000000000000e+000  
  2.786121168629e+004  -1.599679421894e+000  1.000024056534e+000  1.000000000000e+000  
  2.792543841237e+004  -1.603368468894e+000  1.000024336743e+000  1.000000000000e+000  
  2.798981319634e+004  -1.607066029763e+000  1.000024618241e+000  1.000000000000e+000  
  2.805433637951e+004  -1.610772124196e+000  1.000024901035e+000  1.000000000000e+000  
  2.811900830398e+004  -1.614486771932e+000  1.000025185129e+000  1.000000000000e+000  
  2.818382931264e+004  -1.618209992756e+000  1.000025470531e+000  1.000000000000e+000  
  2.824879974915e+004  -1.621941806502e+000  1.000025757246e+000  1.000000000000e+000  
  2.831391995799e+004  -1.625682233047e+000  1.000026045280e+000  1.000000000000e+000  
  2.837919028441e+004  -1.629431292315e+000  1.000026334639e+000  1.000000000000e+000  
  2.844461107447e+004  -1.633189004277e+000  1.000026625330e+000  1.000000000000e+000  
  2.851018267503e+004  -1.636955388951e+000  1.000026917358e+000  1.000000000000e+000  
  2.857590543374e+004  -1.640730466400e+000  1.000027210729e+000  1.000000000000e+000  
  2.864177969906e+004  -1.644514256736e+000  1.000027505450e+000  1.000000000000e+000  
  2.870780582024e+004  -1.648306780116e+000  1.000027801527e+000  1.000000000000e+000  
  2.877398414735e+004  -1.652108056743e+000  1.000028098966e+000  1.000000000000e+000  
  2.884031503126e+004  -1.655918106871e+000  1.000028397773e+000  1.000000000000e+000  
  2.890679882365e+004  -1.659736950798e+000  1.000028697955e+000  1.000000000000e+000  
  2.897343587701e+004  -1.663564608870e+000  1.000028999517e+000  1.000000000000e+000  
  2.904022654464e+004  -1.667401101480e+000  1.000029302467e+000  1.000000000000e+000  
  2.910717118066e+004  -1.671246449069e+000  1.000029606811e+000  1.000000000000e+000  
  2.917427014000e+004  -1.675100672127e+000  1.000029912554e+000  1.000000000000e+000  
  2.924152377843e+004  -1.678963791190e+000  1.000030219704e+000  1.000000000000e+000  
  2.930893245250e+004  -1.682835826842e+000  1.000030528266e+000  1.000000000000e+000  
  2.937649651961e+004  -1.686716799715e+000  1.000030838248e+000  1.000000000000e+000  
  2.944421633798e+004  -1.690606730490e+000  1.000031149656e+000  1.000000000000e+000  
  2.951209226666e+004  -1.694505639896e+000  1.000031462496e+000  1.000000000000e+000  
  2.958012466551e+004  -1.698413548709e+000  1.000031776775e+000  1.000000000000e+000  
  2.964831389524e+004  -1.702330477755e+000  1.000032092499e+000  1.000000000000e+000  
  2.971666031737e+004  -1.706256447908e+000  1.000032409676e+000  1.000000000000e+000  
  2.978516429428e+004  -1.710191480090e+000  1.000032728311e+000  1.000000000000e+000  
  2.985382618917e+004  -1.714135595273e+000  1.000033048412e+000  1.000000000000e+000  
  2.992264636607e+004  -1.718088814478e+000  1.000033369985e+000  1.000000000000e+000  
  2.999162518987e+004  -1.722051158773e+000  1.000033693037e+000  1.000000000000e+000  
  3.006076302628e+004  -1.726022649277e+000  1.000034017574e+000  1.000000000000e+000  
  3.013006024185e+004  -1.730003307159e+000  1.000034343605e+000  1.000000000000e+000  
  3.019951720401e+004  -1.733993153634e+000  1.000034671134e+000  1.000000000000e+000  
  3.026913428101e+004  -1.737992209970e+000  1.000035000170e+000  1.000000000000e+000  
  3.033891184194e+004  -1.742000497484e+000  1.000035330718e+000  1.000000000000e+000  
  3.040885025676e+004  -1.746018037540e+000  1.000035662787e+000  1.000000000000e+000  
  3.047894989627e+004  -1.750044851555e+000  1.000035996383e+000  1.000000000000e+000  
  3.054921113215e+004  -1.754080960994e+000  1.000036331513e+000  1.000000000000e+000  
  3.061963433690e+004  -1.758126387374e+000  1.000036668184e+000  1.000000000000e+000  
  3.069021988390e+004  -1.762181152261e+000  1.000037006403e+000  1.000000000000e+000  
  3.076096814740e+004  -1.766245277271e+000  1.000037346177e+000  1.000000000000e+000  
  3.083187950249e+004  -1.770318784070e+000  1.000037687513e+000  1.000000000000e+000  
  3.090295432513e+004  -1.774401694377e+000  1.000038030419e+000  1.000000000000e+000  
  3.097419299216e+004  -1.778494029959e+000  1.000038374902e+000  1.000000000000e+000  
  3.104559588128e+004  -1.782595812636e+000  1.000038720968e+000  1.000000000000e+000  
  3.111716337105e+004  -1.786707064277e+000  1.000039068626e+000  1.000000000000e+000  
  3.118889584093e+004  -1.790827806803e+000  1.000039417882e+000  1.000000000000e+000  
  3.126079367123e+004  -1.794958062186e+000  1.000039768743e+000  1.000000000000e+000  
