  Time                  V(R3:1)               V(V5:+)               V(U1:OUT)            
  7.534352249145e-003  5.716609513839e-002  1.118415886603e-001  -1.792982683749e+000  
  7.559352249145e-003  2.713252380058e-002  1.042852430882e-001  -1.332123459752e+000  
  7.584352249145e-003  -1.106808439910e-003  1.527973039958e-001  -1.460986650034e+000  
  7.609352249145e-003  -2.685655550235e-002  2.289600640421e-001  -1.943901836922e+000  
  7.634352249145e-003  -4.948267315556e-002  2.881584113397e-001  -2.351511275710e+000  
  7.659352249145e-003  -6.842803129113e-002  2.957147569118e-001  -2.315492891255e+000  
  7.684352249145e-003  -8.322613231572e-002  2.472026960042e-001  -1.747807550202e+000  
  7.709352249145e-003  -9.351259787003e-002  1.710399359579e-001  -8.946645518381e-001  
  7.734352249145e-003  -9.903414103328e-002  1.118415886603e-001  -1.945207141700e-001  
  7.751191848755e-003  -9.999439210335e-002  1.000700908463e-001  -1.234123220941e-002  
  7.768769973755e-003  -9.861073966638e-002  1.168879168366e-001  -1.249010880764e-001  
  7.793260330200e-003  -9.265716337943e-002  1.789845514511e-001  -7.470137836683e-001  
  7.816316360474e-003  -8.288769743098e-002  2.490439136864e-001  -1.542555244163e+000  
  7.841316360474e-003  -6.797346141719e-002  2.963019036961e-001  -2.217841749820e+000  
  7.866316360474e-003  -4.892316131134e-002  2.871475446029e-001  -2.391496450507e+000  
  7.891316360474e-003  -2.620587872637e-002  2.269433358089e-001  -2.079720160963e+000  
  7.916316360474e-003  -3.809885538649e-004  1.509560863136e-001  -1.568336688810e+000  
  7.941270584106e-003  2.786195964733e-002  1.037369432735e-001  -1.317852087441e+000  
  7.966270584106e-003  5.793093572190e-002  1.127820151435e-001  -1.620360375660e+000  
  7.991270584106e-003  8.903579177822e-002  1.729181996596e-001  -2.473056965852e+000  
  8.016270584106e-003  1.204106230291e-001  2.489185355216e-001  -3.534450779159e+000  
  8.041270584106e-003  1.512828770020e-001  2.962630567265e-001  -4.398561771055e+000  
  8.066270584106e-003  1.808923763450e-001  2.872179848565e-001  -4.679488717184e+000  
  8.090324539185e-003  2.075094764971e-001  2.299304414858e-001  -4.440172478396e+000  
  8.115324539185e-003  2.325680141460e-001  1.536948819633e-001  -3.930826712641e+000  
  8.140324539185e-003  2.543622873187e-001  1.045842325794e-001  -3.605358015154e+000  
  8.161927932739e-003  2.701513178418e-001  1.069392441834e-001  -3.722047448912e+000  
  8.183686965942e-003  2.828893891807e-001  1.509651937124e-001  -4.228068981275e+000  
  8.208686965942e-003  2.932997043215e-001  2.269533994456e-001  -5.079844988356e+000  
  8.233686965942e-003  2.989503392171e-001  2.871526693357e-001  -5.789273899306e+000  
  8.258686965942e-003  2.997021564828e-001  2.962990875259e-001  -5.969829560507e+000  
  8.283686965942e-003  2.955366438824e-001  2.490348062876e-001  -5.546935114906e+000  
  8.308686965942e-003  2.865563701607e-001  1.730466005544e-001  -4.715594388623e+000  
  8.333439773560e-003  2.731381636605e-001  1.132307482020e-001  -3.949215681793e+000  
  8.358439773560e-003  2.553449816986e-001  1.034945042231e-001  -3.594631594803e+000  
  8.383439773560e-003  2.337266907268e-001  1.502898708268e-001  -3.780232865389e+000  
  8.401493972778e-003  2.160330599997e-001  2.046917309315e-001  -4.124784978009e+000  
  8.425294631958e-003  1.904680534512e-001  2.713621473381e-001  -4.557343488121e+000  
  8.448103469849e-003  1.640655628512e-001  2.998225562231e-001  -4.647654132351e+000  
  8.473103469849e-003  1.336385243170e-001  2.747957449311e-001  -4.195009317820e+000  
  8.498103469849e-003  1.023831936744e-001  2.059546006664e-001  -3.230058292537e+000  
  8.523103469849e-003  7.106918089404e-002  1.336253320897e-001  -2.180364219146e+000  
  8.548103469849e-003  4.046754089600e-002  1.001774437769e-001  -1.476331770520e+000  
  8.573103469849e-003  1.133178761801e-002  1.252042550689e-001  -1.343120351852e+000  
  8.598103469849e-003  -1.562065999821e-002  1.940453993336e-001  -1.705650305450e+000  
  8.623103469849e-003  -3.972614324231e-002  2.663746679103e-001  -2.207244596015e+000  
  8.648103469849e-003  -6.039110511530e-002  2.998225562231e-001  -2.399370861997e+000  
  8.673103469849e-003  -7.710670567279e-002  2.747957449311e-001  -2.060787074835e+000  
  8.698103469849e-003  -8.946135135316e-002  2.059546006663e-001  -1.287139712796e+000  
  8.723103469849e-003  -9.715082977703e-002  1.336253320897e-001  -4.621893180708e-001  
  8.744239944458e-003  -9.986903185557e-002  1.016328175715e-001  -5.889351642682e-002  
  8.760493606567e-003  -9.956543779151e-002  1.053849599626e-001  -3.557569258442e-002  
  8.776713699341e-003  -9.718934227015e-002  1.331968175916e-001  -2.786333552183e-001  
  8.801713699341e-003  -8.953482227290e-002  2.053811448646e-001  -1.033517240043e+000  
  8.826713699341e-003  -7.721332592128e-002  2.744132704570e-001  -1.869096500390e+000  
  8.851713699341e-003  -6.052824934816e-002  2.998551114363e-001  -2.361205715322e+000  
  8.876713699341e-003  -3.989043451338e-002  2.668031824084e-001  -2.312081864489e+000  
  8.901713699341e-003  -1.580805291114e-002  1.946188551354e-001  -1.863433403180e+000  
  8.926713699341e-003  1.112590729866e-002  1.255867295430e-001  -1.410779533688e+000  
  8.951713699341e-003  4.024824262697e-002  1.001448885637e-001  -1.368406709020e+000  
  8.976713699341e-003  7.084186452652e-002  1.331968175916e-001  -1.923031212036e+000  
  9.001713699341e-003  1.021534564917e-001  2.053811448646e-001  -2.920439552414e+000  
  9.026713699341e-003  1.334120232112e-001  2.744132704570e-001  -3.951953269178e+000  
  9.051713699341e-003  1.638478750311e-001  2.998551114363e-001  -4.588874849663e+000  
  9.076713699341e-003  1.927115802687e-001  2.668031824084e-001  -4.629564176975e+000  
  9.101713699341e-003  2.192924187080e-001  1.946188551354e-001  -4.213700377450e+000  
  9.126713699341e-003  2.429358818900e-001  1.255867295430e-001  -3.735940754232e+000  
  9.151713699341e-003  2.630597892827e-001  1.001448885638e-001  -3.611217331354e+000  
  9.176713699341e-003  2.791686234990e-001  1.331968175916e-001  -4.028300172818e+000  
  9.201713699341e-003  2.908657315781e-001  2.053811448646e-001  -4.836368784658e+000  
  9.226713699341e-003  2.978630918987e-001  2.744132704570e-001  -5.631275403309e+000  
  9.251713699341e-003  2.999884062268e-001  2.998551114362e-001  -5.990169180660e+000  
  9.276713699341e-003  2.971893422701e-001  2.668031824084e-001  -5.718418756832e+000  
  9.301713699341e-003  2.895348222729e-001  1.946188551354e-001  -4.963379310970e+000  
  9.326713699341e-003  2.772133259213e-001  1.255867295430e-001  -4.127889407525e+000  
  9.351713699341e-003  2.605282493482e-001  1.001448885638e-001  -3.635730913059e+000  
  9.376713699341e-003  2.398904345134e-001  1.331968175916e-001  -3.684883841408e+000  
  9.401713699341e-003  2.158080529111e-001  2.053811448647e-001  -4.133515421863e+000  
  9.426713699341e-003  1.888740927013e-001  2.744132704571e-001  -4.586178292492e+000  
  9.451713699341e-003  1.597517573730e-001  2.998551114362e-001  -4.628547466737e+000  
  9.476713699341e-003  1.291581354735e-001  2.668031824084e-001  -4.073922719812e+000  
  9.501713699341e-003  9.784654350826e-002  1.946188551353e-001  -3.076512098217e+000  
  9.526713699341e-003  6.658797678879e-002  1.255867295429e-001  -2.044998500191e+000  
  9.551713699341e-003  3.615212496893e-002  1.001448885638e-001  -1.408080692823e+000  
  9.576713699341e-003  7.288419731276e-003  1.331968175916e-001  -1.367390492021e+000  
  9.601713699341e-003  -1.929241870806e-002  2.053811448647e-001  -1.783255070170e+000  
  9.626713699341e-003  -4.293588188997e-002  2.744132704571e-001  -2.261013223107e+000  
  9.651713699341e-003  -6.305978928275e-002  2.998551114362e-001  -2.385738993805e+000  
  9.676713699341e-003  -7.916862349897e-002  2.668031824083e-001  -1.968653156288e+000  
  9.701713699341e-003  -9.086573157808e-002  1.946188551353e-001  -1.160584805393e+000  
  9.726713699341e-003  -9.786309189870e-002  1.255867295429e-001  -3.656774038733e-001  
  9.745771926880e-003  -9.992943015335e-002  1.008808786723e-001  -4.327219103023e-002  
  9.767295974731e-003  -9.882016205138e-002  1.144028344060e-001  -1.008591843491e-001  
  9.787034744263e-003  -9.460963854280e-002  1.603854096222e-001  -5.548303210633e-001  
  9.809352249146e-003  -8.625340510262e-002  2.289600640423e-001  -1.295538724923e+000  
  9.834352249146e-003  -7.256133195790e-002  2.881584113398e-001  -2.074954818638e+000  
  9.859352249146e-003  -5.462022612215e-002  2.957147569117e-001  -2.401593289892e+000  
  9.884352249146e-003  -3.287185716417e-002  2.472026960040e-001  -2.203622652858e+000  
  9.909352249146e-003  -7.851742106391e-003  1.710399359577e-001  -1.703574535905e+000  
  9.934352249146e-003  1.982404078146e-002  1.118415886602e-001  -1.339869090154e+000  
  9.959352249146e-003  4.947402187402e-002  1.042852430883e-001  -1.482558934203e+000  
  9.984352249146e-003  8.036812023415e-002  1.527973039960e-001  -2.191962747966e+000  
  1.000000000000e-002  1.000000000000e-001  2.000000000000e-001  -2.852107024141e+000  
